Data,Abertura,Max,Min,Fechamento
11/19/2009,140762,142150,139543,142034
11/18/2009,144238,145161,141737,142214
11/17/2009,141885,143857,140931,143560
11/16/2009,140984,142776,140486,141896
11/13/2009,138748,140529,136904,139172
11/12/2009,140995,142352,137041,137328
11/11/2009,142532,143857,140794,141377
11/10/2009,140921,142606,140147,141610
11/9/2009,139914,141663,139257,141504
11/6/2009,138642,139395,135780,137794
11/5/2009,134996,138960,134932,138960
11/4/2009,135462,137306,134826,136649
11/3/2009,129495,135271,128890,133883
10/30/2009,135462,137794,130131,131434
10/29/2009,129314,136925,128392,136204
10/28/2009,134826,136215,128212,128360
10/27/2009,139893,140677,135335,135579
10/26/2009,139914,141165,138006,140041
10/23/2009,142458,143603,139108,139278
10/22/2009,141504,143518,140295,142023
10/21/2009,139490,144238,139024,141186
10/20/2009,141504,141610,137306,140126
10/19/2009,142394,144938,141822,144069
10/16/2009,142034,142839,140274,141822
10/15/2009,141589,143412,141112,142839
10/14/2009,139914,142691,139702,142394
10/13/2009,137719,138082,136588,137805
10/9/2009,136118,137313,135456,137121
10/8/2009,135050,136609,134068,136438
10/7/2009,134303,134751,132627,133887
10/6/2009,134516,135445,132403,134239
10/5/2009,131314,133662,130844,133662
10/2/2009,129178,131292,127609,130951
10/1/2009,130887,131570,128890,129563
9/30/2009,130887,132552,129178,131581
9/29/2009,130801,131805,129947,130823
9/28/2009,129904,131346,129168,131111
9/25/2009,128976,129605,127492,129499
9/24/2009,129840,130993,127705,128559
9/23/2009,131591,132040,129456,129648
9/22/2009,131591,133182,130908,131548
9/21/2009,128773,131089,128420,131089
9/18/2009,129499,130363,129210,129648
9/17/2009,129563,131121,128858,129296
9/16/2009,127897,130075,127534,129712
9/15/2009,126638,127662,125922,127289
9/14/2009,124353,126819,123840,126680
9/11/2009,126403,126445,124823,125335
9/10/2009,124310,125922,123680,125816
9/9/2009,124652,125399,123531,124588
9/8/2009,123413,124481,122666,124396
9/4/2009,120478,122164,119453,121748
9/3/2009,119912,120093,118887,119965
9/2/2009,120339,120830,118503,118503
9/1/2009,120915,122794,119890,120211
8/31/2009,122773,123029,120841,121353
8/28/2009,125015,125122,123253,124139
8/27/2009,124983,125335,122314,124481
8/26/2009,123734,125015,122986,124470
8/25/2009,125335,125976,123456,124075
8/24/2009,125015,126509,124364,124716
8/21/2009,123307,124791,122922,124374
8/20/2009,122132,122741,120915,122453
8/19/2009,118972,121449,118204,121449
8/18/2009,119570,120638,119154,120510
8/17/2009,119570,119997,118438,118887
8/14/2009,123200,124374,120787,122346
8/13/2009,124268,124374,122026,123488
8/12/2009,120051,122762,120051,122559
8/11/2009,122587,122998,120226,120638
8/10/2009,121829,123562,121331,123323
8/7/2009,120735,122912,120551,122251
8/6/2009,122587,123226,119901,120854
8/5/2009,121612,122836,120031,121970
8/4/2009,120854,123009,120464,121959
8/3/2009,120421,122089,120053,121829
7/31/2009,118212,119555,117606,118364
7/30/2009,117616,119728,117497,117963
7/29/2009,117172,117172,115570,116750
7/28/2009,117714,118450,116739,118244
7/27/2009,119013,119295,117097,118667
7/24/2009,116956,118938,116956,118710
7/23/2009,116198,118905,115375,117692
7/22/2009,115429,116837,114248,115645
7/21/2009,116631,117064,114140,116068
7/20/2009,114649,115970,114627,115916
7/17/2009,112841,114119,112332,113382
7/16/2009,111541,114097,110166,113317
7/15/2009,108726,112343,108401,111974
7/14/2009,108617,109159,105596,106603
7/13/2009,107101,108249,104935,107708
7/10/2009,105910,107556,105737,106776
7/8/2009,107437,108877,105650,107101
7/7/2009,110675,110675,107794,107968
7/6/2009,109808,110913,108422,110881
7/3/2009,111649,112191,111021,111021
7/2/2009,111974,112278,110491,111649
7/1/2009,113815,114617,112364,112602
6/30/2009,113707,115093,111595,112624
6/29/2009,113707,114346,113144,113707
6/26/2009,113057,113869,112364,112949
6/25/2009,108942,113274,107816,113252
6/24/2009,109787,111281,108282,108834
6/23/2009,109267,109538,107556,109159
6/22/2009,110458,111325,108162,108726
6/19/2009,112408,113339,111974,112083
6/18/2009,111325,112516,110588,111725
6/17/2009,111606,112278,110242,112191
6/16/2009,115061,115544,111843,111974
6/15/2009,115983,116313,112392,114116
6/12/2009,119102,119564,116752,117960
6/10/2009,119388,119893,115994,117455
6/9/2009,118180,119608,116203,116752
6/8/2009,116313,118795,115445,118268
6/5/2009,119278,121431,116675,117850
6/4/2009,114006,118268,113677,118169
6/3/2009,117719,118312,113699,114753
6/2/2009,120047,121365,118422,118685
6/1/2009,120377,121079,119388,119729
5/29/2009,117960,118795,115456,117213
5/28/2009,114226,117587,114226,117587
5/27/2009,115324,117389,113874,114204
5/26/2009,111107,114929,110557,114885
5/25/2009,111085,112776,110997,112260
5/22/2009,112029,112732,110492,111656
5/21/2009,112469,112469,109503,111151
5/20/2009,113918,116423,112908,113172
5/19/2009,114885,115544,112754,113743
5/18/2009,109789,114116,109349,113874
5/15/2009,108559,109822,107998,108515
5/14/2009,107867,109822,107021,109679
5/13/2009,110272,110459,107328,107867
5/12/2009,113896,114621,110470,111590
5/11/2009,112688,113534,110997,113215
5/8/2009,113721,114764,110931,114489
5/7/2009,115324,116269,110338,111370
5/6/2009,111601,115873,111491,113984
5/5/2009,111875,113193,111063,112491
5/4/2009,106966,112238,106966,112139
4/30/2009,106208,106999,104451,104495
4/29/2009,103287,105549,102715,105000
4/28/2009,100629,102770,100178,102100
4/27/2009,103023,103682,101529,101892
4/24/2009,102913,104868,102474,104791
4/23/2009,100497,102584,100255,102452
4/22/2009,99838,101310,99300,99728
4/20/2009,100607,100607,98696,98838
4/17/2009,103133,103243,101705,102617
4/16/2009,100727,103199,100727,103012
4/15/2009,101024,101595,100079,101046
4/14/2009,103154,104385,101275,101375
4/13/2009,101476,103535,101174,103154
4/9/2009,100245,102673,100245,102371
4/8/2009,97784,99753,97717,99350
4/7/2009,97381,99887,97236,98411
4/6/2009,98455,99283,97337,99082
4/3/2009,99015,100313,98008,99686
4/2/2009,95681,99597,95390,98903
4/1/2009,91071,94517,90109,94517
3/31/2009,92414,93533,91351,91832
3/30/2009,92190,92638,90680,91306
3/27/2009,94875,94987,93421,94495
3/26/2009,95435,96173,94439,95905
3/25/2009,93645,96039,92414,94528
3/24/2009,94987,94987,92884,93756
3/23/2009,92682,95882,92190,95737
3/20/2009,91071,92548,90221,90400
3/19/2009,91720,92705,90803,90915
3/18/2009,88397,91452,87513,90769
3/17/2009,86596,89393,85824,89337
3/16/2009,89125,89773,86719,87021
3/13/2009,89057,90512,87044,88028
3/12/2009,87379,88945,86383,88587
3/11/2009,88162,89169,86305,87793
3/10/2009,84806,88050,84593,88050
3/9/2009,82792,84873,82188,82859
3/6/2009,84358,86697,82501,83799
3/5/2009,85142,86260,83777,85007
3/4/2009,84358,87424,84358,87223
3/3/2009,82792,84135,80868,82456
3/2/2009,84358,85074,81796,81897
2/27/2009,85925,88162,83833,86283
2/26/2009,88297,89057,86820,87077
2/25/2009,85477,88498,85030,86932
2/20/2009,88408,89169,86618,88722
2/19/2009,91519,91966,89930,90624
2/18/2009,90870,91832,89214,90154
2/17/2009,93325,93667,90594,91049
2/16/2009,94463,94805,93348,94805
2/13/2009,94395,95431,93484,95101
2/12/2009,92517,93598,91117,92437
2/11/2009,94418,96011,91732,93553
2/10/2009,95465,97832,93097,93644
2/9/2009,96967,99141,95579,96239
2/6/2009,94691,97923,94270,97821
2/5/2009,91504,94645,90821,94008
2/4/2009,91049,95009,90548,91754
2/3/2009,88431,91049,87930,90821
2/2/2009,88204,90218,87475,88431
1/30/2009,89911,92289,89251,89797
1/29/2009,91072,91709,90252,90935
1/28/2009,91049,92756,90651,92301
1/27/2009,88317,89592,87304,89091
1/26/2009,87862,89638,86815,88317
1/23/2009,85814,88943,84402,87407
1/22/2009,89683,89683,85358,87293
1/21/2009,86724,88579,85836,88545
1/20/2009,88693,90116,85700,85814
1/19/2009,91049,91709,88818,89410
1/16/2009,92255,92369,88682,90844
1/15/2009,87635,90343,84903,90025
1/14/2009,90821,91276,86679,87953
1/13/2009,89911,93097,88545,91686
1/12/2009,94782,94987,90594,91163
1/9/2009,96261,98435,94941,95670
1/8/2009,94566,97069,93018,96967
1/7/2009,96296,96922,93780,94588
1/6/2009,97400,98333,96125,98219
1/5/2009,93553,97081,91504,96512
1/2/2009,87862,93211,87635,93166
12/30/2008,86496,87589,85973,86496
12/29/2008,86155,87065,84937,85962
12/26/2008,85358,86292,84232,85267
12/23/2008,88431,88659,84323,84880
12/22/2008,91732,92039,87020,87703
12/19/2008,90605,92540,89911,91049
12/18/2008,92642,94566,90685,91641
12/17/2008,91504,94122,91276,92415
12/16/2008,90321,93570,90321,93359
12/15/2008,93383,93476,89153,89386
12/12/2008,86816,92191,86606,91770
12/11/2008,91957,93406,90555,90672
12/10/2008,90905,93406,90450,91607
12/9/2008,89270,91466,88288,89129
12/8/2008,87622,90298,86255,90017
12/5/2008,82236,83661,79992,83661
12/4/2008,83451,84900,82493,83427
12/3/2008,81908,83544,79431,83170
12/2/2008,82960,84175,81885,82726
12/1/2008,84175,84362,80763,81721
11/28/2008,84724,87821,83906,86465
11/27/2008,86465,86629,84923,85390
11/26/2008,80635,87166,80623,86232
11/25/2008,80623,83684,79104,82376
11/24/2008,77936,81090,77188,80273
11/21/2008,74781,76440,73145,73846
11/19/2008,80857,82212,78403,79104
11/18/2008,81792,84526,79817,80506
11/17/2008,82025,86220,80623,84946
11/14/2008,88569,88802,82539,84818
11/13/2008,81090,85998,79455,85986
11/12/2008,89270,89503,80857,81558
11/11/2008,85764,89340,84012,88872
11/10/2008,91630,92401,85834,87073
11/7/2008,88101,89503,85858,87166
11/6/2008,88779,89690,83778,86699
11/5/2008,95813,96140,89457,89679
11/4/2008,93242,97589,92565,95953
11/3/2008,89270,91723,88639,91022
10/31/2008,87634,90625,85694,87984
10/30/2008,85764,90543,84549,90543
10/29/2008,80530,85858,79455,82960
10/28/2008,74781,79116,70808,79116
10/27/2008,73612,74769,69873,70458
10/24/2008,73612,77795,72444,74547
10/23/2008,79455,85577,76183,80740
10/22/2008,87400,89480,84280,84280
10/21/2008,92331,95813,90204,93242
10/20/2008,89737,94411,88323,94294
10/17/2008,86933,92027,84234,87634
10/16/2008,86208,91303,80857,87634
10/15/2008,95813,96514,88569,88569
10/14/2008,100507,103707,95292,99085
10/13/2008,85336,98136,85336,98113
10/10/2008,82492,86758,79600,85336
10/9/2008,95647,96477,87268,87469
10/8/2008,98374,98374,88702,90480
10/7/2008,100981,102996,94154,96240
10/6/2008,96062,100377,95588,99322
10/3/2008,111174,114706,105271,106314
10/2/2008,116863,117219,107500,110569
10/1/2008,116389,118996,113426,118404
9/30/2008,111731,117574,110759,116792
9/29/2008,116152,117550,111340,111340
9/26/2008,120182,122789,119233,122777
9/25/2008,119708,124448,119233,123951
9/24/2008,119945,121319,118475,119139
9/23/2008,122078,123998,117823,118937
9/22/2008,125278,128336,122339,122552
9/19/2008,122552,125906,122552,125906
9/18/2008,112122,117456,108341,116638
9/17/2008,117337,118641,109278,110107
9/16/2008,115796,118593,110510,116626
9/15/2008,118285,121758,115796,116389
9/12/2008,123026,126096,121011,125539
9/11/2008,118522,123382,115322,123263
9/10/2008,116152,120656,114137,120656
9/9/2008,121841,121841,115725,116270
9/8/2008,128004,128703,121094,121248
9/5/2008,122552,124970,119968,124970
9/4/2008,128478,129177,122576,123192
9/3/2008,129474,132863,126831,128146
9/2/2008,132389,133338,130137,130991
9/1/2008,133219,133409,131975,132899
8/29/2008,135838,136988,133421,133658
8/28/2008,134475,136277,134120,135471
8/27/2008,131346,133906,130943,133515
8/26/2008,129900,132982,129426,131370
8/25/2008,134167,134523,131204,131335
8/22/2008,135115,136052,132887,134404
8/21/2008,133172,135447,132745,134570
8/20/2008,130718,134286,130493,133693
8/19/2008,127530,131512,126463,129758
8/18/2008,132152,133053,128241,128976
8/15/2008,132745,133681,130031,131346
8/14/2008,134167,135352,132318,134570
8/13/2008,130849,134404,130612,132982
8/12/2008,131681,133843,131004,131560
8/11/2008,137963,139654,131681,132043
8/8/2008,136996,138446,135788,137056
8/7/2008,140137,140814,137093,137359
8/6/2008,136440,140149,136440,139642
8/5/2008,135643,138035,134628,136658
8/4/2008,140016,140016,134193,134942
8/1/2008,143761,144607,139219,140016
7/31/2008,146661,146661,143641,144474
7/30/2008,141031,145875,140753,145694
7/29/2008,138687,141249,138446,140741
7/28/2008,139267,141393,137600,137600
7/25/2008,139412,140391,136803,139871
7/24/2008,142553,144873,138108,138228
7/23/2008,146419,146757,143810,144100
7/22/2008,145936,146854,143834,145960
7/21/2008,147627,149439,146830,147047
7/18/2008,145936,149439,144438,145936
7/17/2008,153184,153184,143761,144172
7/16/2008,148594,151735,148122,151203
7/15/2008,145199,150527,143351,149318
7/14/2008,149318,149753,147023,147096
7/11/2008,145453,148932,144969,146612
7/10/2008,143206,147796,141913,147204
7/8/2008,142553,145936,141381,145936
7/7/2008,145936,148002,142795,143882
7/4/2008,143520,145815,142626,145090
7/3/2008,149802,150382,143761,143761
7/2/2008,156446,156954,148787,148956
7/1/2008,156325,156857,153595,155576
6/30/2008,157050,159829,155721,158814
6/27/2008,156084,158137,154755,157243
6/26/2008,159466,159466,155649,156784
6/25/2008,158017,162317,157848,160674
6/24/2008,156567,159442,155770,156809
6/23/2008,158379,159732,157775,158089
6/20/2008,162607,163066,157896,158500
6/19/2008,165144,165869,161979,163670
6/18/2008,167416,167416,164081,164432
6/17/2008,166212,169473,166212,167560
6/16/2008,164006,166016,162780,164888
6/13/2008,165477,166261,164043,164275
6/12/2008,165722,166948,164006,165183
6/11/2008,167683,167928,163577,164484
6/10/2008,167683,168161,164472,166997
6/9/2008,171900,172390,168468,170380
6/6/2008,175528,175650,170502,171336
6/5/2008,169877,175283,169767,175283
6/4/2008,171409,171851,168222,168786
6/3/2008,177121,177685,171066,172684
6/2/2008,176999,177857,175160,177342
5/30/2008,178102,179622,176312,178212
5/29/2008,179916,183103,175773,176631
5/28/2008,174792,180259,173763,179695
5/27/2008,175859,176325,172843,174743
5/26/2008,176018,177244,175283,176459
5/23/2008,177489,177979,174425,175847
5/21/2008,180921,181730,177979,178948
5/20/2008,180259,182024,177979,181546
5/19/2008,180186,182392,178886,181485
5/16/2008,178715,180455,177857,180186
5/15/2008,172831,177881,172586,177881
5/14/2008,174425,175650,172096,172537
5/13/2008,174792,176018,173174,174131
5/12/2008,172586,174878,170858,174878
5/9/2008,170931,172463,170257,172047
5/8/2008,171912,173297,170380,172120
5/7/2008,174792,174903,169620,170735
5/6/2008,173322,176558,172549,175283
5/5/2008,171851,174915,171115,174547
5/2/2008,168419,176312,168419,172341
4/30/2008,157632,169644,157509,168909
4/29/2008,162829,162903,157754,157877
4/28/2008,162535,164202,162474,162854
4/25/2008,160819,162731,159593,162731
4/24/2008,160280,161922,159618,160132
4/23/2008,162535,163123,161088,161432
4/22/2008,162903,164104,161996,162780
4/18/2008,162290,162523,160353,160941
4/17/2008,158478,161603,158024,160892
4/16/2008,156896,159900,156896,159716
4/15/2008,154256,155966,154083,155867
4/14/2008,153637,155817,152398,153810
4/11/2008,156362,156858,154752,154752
4/10/2008,156722,158221,155768,158047
4/9/2008,159956,160563,156734,157391
4/8/2008,158419,161195,157849,160079
4/7/2008,162186,162520,158840,159336
4/4/2008,160600,161318,158865,160761
4/3/2008,157477,161046,156201,159584
4/2/2008,156846,158791,156189,157577
4/1/2008,152645,156585,151828,156486
3/31/2008,149920,151629,148755,151159
3/28/2008,151654,152769,149424,150390
3/27/2008,153637,154925,150787,151406
3/26/2008,152026,155371,151282,152373
3/25/2008,151382,153637,150663,152298
3/24/2008,148681,152323,147565,149176
3/20/2008,146698,147937,143502,147826
3/19/2008,153996,155718,145459,145509
3/18/2008,153587,155049,151654,154752
3/17/2008,149672,151629,147442,150254
3/14/2008,154182,157354,150849,154603
3/13/2008,152224,155842,149932,155074
3/12/2008,155619,157477,154430,155371
3/11/2008,151406,155743,151159,155371
3/10/2008,154999,155123,149845,150490
3/7/2008,157849,158593,153389,154702
3/6/2008,161318,161616,157131,157230
3/5/2008,161071,163053,160079,162198
3/4/2008,159832,161517,156734,159386
3/3/2008,158221,161963,158035,161603
2/29/2008,162062,162310,158593,159014
2/28/2008,163437,165283,163078,164168
2/27/2008,163003,165283,161851,164589
2/26/2008,162285,163871,159844,163499
2/25/2008,162681,162929,160079,162334
2/22/2008,160092,162062,158531,161901
2/21/2008,161071,162595,159101,159373
2/20/2008,154132,159956,153637,159584
2/19/2008,158097,159571,155371,155371
2/18/2008,155743,157899,155743,157886
2/15/2008,154380,154752,151902,153376
2/14/2008,157849,158741,154578,154752
2/13/2008,154628,157725,154628,156883
2/12/2008,152915,157086,152890,154876
2/11/2008,147893,152115,147893,152015
2/8/2008,146394,148593,146394,148018
2/7/2008,146894,148668,144783,147393
2/6/2008,148043,149155,146544,147044
2/1/2008,151391,153751,149529,153639
1/31/2008,147393,148643,144645,148518
1/30/2008,148455,150391,147019,150391
1/29/2008,147393,149504,146657,149155
1/28/2008,140648,146981,140224,146244
1/24/2008,139399,144521,138650,144021
1/23/2008,137651,137651,132279,133903
1/22/2008,135152,141423,132155,140274
1/21/2008,135777,136876,133653,134153
1/18/2008,144895,146094,140648,143634
1/17/2008,148143,149642,142147,143022
1/16/2008,147893,150092,145770,146944
1/15/2008,154901,155388,150042,150142
1/14/2008,155762,156837,154538,156075
1/11/2008,157136,158086,154951,155138
1/10/2008,157136,159884,156512,158935
1/9/2008,154638,157136,153689,157012
1/8/2008,153389,156687,153377,155388
1/7/2008,154513,154576,150154,152015
1/4/2008,158311,158723,151441,152765
1/3/2008,157511,158510,156712,157711
1/2/2008,160134,160497,157211,157886
12/28/2007,161134,161558,159735,160884
12/27/2007,162358,162757,159984,160484
12/26/2007,160884,161908,160297,161758
12/21/2007,158136,159635,157149,159135
12/20/2007,154888,156849,154151,155138
12/19/2007,152640,155338,152527,154588
12/18/2007,152640,154638,149405,153264
12/17/2007,155138,155513,150042,150354
12/14/2007,157386,159735,157124,157124
12/13/2007,162133,162408,157386,158261
12/12/2007,163882,167017,163132,164381
12/11/2007,165404,167418,161124,162383
12/10/2007,166537,166663,164195,164900
12/7/2007,166411,167418,164447,165404
12/6/2007,165404,165781,163213,165731
12/5/2007,161753,164346,161401,163641
12/4/2007,157348,160771,156718,160369
12/3/2007,159865,161250,158178,158984
11/30/2007,159739,160998,159110,159500
11/29/2007,155585,159613,154201,156265
11/28/2007,151557,156441,151557,156215
11/27/2007,149027,151494,146233,149027
11/26/2007,155560,156139,148586,148788
11/23/2007,154276,154817,153068,153521
11/22/2007,153445,154478,151633,153068
11/21/2007,154729,155711,151054,153672
11/19/2007,163012,163465,157196,157423
11/16/2007,161124,164095,160469,163641
11/14/2007,160117,164636,159412,163742
11/13/2007,156718,159412,154603,159349
11/12/2007,160369,160494,155208,155333
11/9/2007,160620,163264,157222,162509
11/8/2007,161376,165655,159110,159362
11/7/2007,161124,164019,160117,160998
11/6/2007,161627,163742,161627,163641
11/5/2007,160620,161602,159236,159739
11/1/2007,164648,164951,161627,162509
10/31/2007,164900,167619,164271,165706
10/30/2007,164258,165655,163264,163591
10/29/2007,164397,167065,164170,165076
10/26/2007,159110,163516,158858,163163
10/25/2007,160494,161136,157008,158103
10/24/2007,158355,159651,155862,159362
10/23/2007,156844,159764,156592,159399
10/22/2007,151054,155963,150726,155384
10/19/2007,159563,161023,154125,154578
10/18/2007,157599,160797,156341,160268
10/17/2007,158304,159890,155975,159764
10/16/2007,157859,158240,156082,156869
10/15/2007,160219,162021,158240,159306
10/11/2007,162427,163049,156209,158214
10/10/2007,160448,161514,159762,160524
10/9/2007,159889,161996,159534,160701
10/8/2007,157745,159483,157225,159179
10/5/2007,154306,159509,154306,158671
10/4/2007,154027,155524,151565,153012
10/3/2007,156336,157072,152783,153494
10/2/2007,158392,158620,155727,156857
10/1/2007,153963,158747,153430,158367
9/28/2007,154433,155524,152656,153798
9/27/2007,152656,155549,152174,154687
9/26/2007,151007,152225,150651,151971
9/25/2007,148240,150626,146971,150626
9/24/2007,147961,149611,147492,149535
9/21/2007,146565,147403,146020,147390
9/20/2007,145664,147200,143685,144992
9/19/2007,145626,148063,144738,145804
9/18/2007,137873,144916,137873,144687
9/17/2007,138317,138825,136109,137581
9/14/2007,138063,141083,137809,139840
9/13/2007,137048,140119,136972,139434
9/12/2007,136160,138901,135779,136667
9/11/2007,135398,137099,134726,136794
9/10/2007,135779,135906,132353,133216
9/6/2007,137936,139662,137302,138304
9/5/2007,138571,139078,137200,138507
9/4/2007,138469,141439,137936,139941
9/3/2007,138317,139434,138317,139434
8/31/2007,137556,139307,136160,138444
8/30/2007,133241,136337,132556,134561
8/29/2007,130957,134409,130855,134002
8/28/2007,133266,133571,129510,129739
8/27/2007,134510,135779,133140,134180
8/24/2007,130703,135652,130031,135373
8/23/2007,132429,132860,129434,130881
8/22/2007,127658,131566,127429,131566
8/21/2007,126389,127632,123597,125754
8/20/2007,125120,126389,123166,125120
8/17/2007,120044,126896,119156,123952
8/16/2007,121567,123851,115095,123851
8/15/2007,128165,131236,123978,124358
8/14/2007,134452,136045,130094,130094
8/13/2007,137279,137665,133719,133809
8/10/2007,132266,136123,131881,135737
8/9/2007,139336,140043,136123,136765
8/8/2007,139465,143179,138950,141881
8/7/2007,136020,138616,135223,137665
8/6/2007,136123,136765,131637,135930
8/3/2007,140364,141213,134117,134914
8/2/2007,140364,141097,139182,140737
8/1/2007,136277,140621,136020,140544
7/31/2007,142164,143192,138231,138308
7/30/2007,135994,141110,135737,140596
7/27/2007,135737,139979,134259,134940
7/26/2007,141136,141238,135300,138411
7/25/2007,144889,145352,140364,143886
7/24/2007,149362,149465,141933,143783
7/23/2007,148976,149863,148154,149619
7/20/2007,149156,149516,147228,148077
7/19/2007,149491,150467,149401,149619
7/18/2007,147177,148848,146817,148848
7/17/2007,148591,149336,147563,148205
7/16/2007,148334,148951,147228,148462
7/13/2007,149105,150056,148154,148951
7/12/2007,146791,149156,146329,148874
7/11/2007,143963,146149,143629,145891
7/10/2007,145891,146020,143912,144478
7/6/2007,145095,146329,144748,146200
7/5/2007,144529,144966,143089,144606
7/4/2007,144169,145236,143861,144336
7/3/2007,144735,144786,143256,144208
7/2/2007,141650,143963,141444,143938
6/29/2007,140596,142164,139850,140750
6/28/2007,140364,142022,140236,140724
6/27/2007,138745,140699,137819,140621
6/26/2007,140878,141367,138950,138950
6/25/2007,140351,141907,138848,140544
6/22/2007,141136,141958,140210,140621
6/21/2007,140236,142832,140236,141907
6/20/2007,143089,143321,140262,140609
6/19/2007,141598,142678,141367,142305
6/18/2007,142935,143475,141393,141778
6/15/2007,140107,142652,139773,142498
6/14/2007,138051,140107,137794,139516
6/13/2007,134683,138282,134683,136894
6/12/2007,135681,136174,132650,132909
6/11/2007,135889,137210,135215,136420
6/8/2007,129826,136018,129593,135837
6/6/2007,135759,136096,134075,134464
6/5/2007,137184,137676,136277,137106
6/4/2007,137391,138091,136407,137547
6/1/2007,136614,138609,136303,138557
5/31/2007,137313,137521,134982,135759
5/30/2007,131614,136795,131096,136601
5/29/2007,135914,136484,132805,133855
5/28/2007,134230,135655,134204,135629
5/25/2007,132106,134308,131743,134282
5/24/2007,133816,134593,130163,131355
5/23/2007,135992,136329,133945,134282
5/22/2007,136484,136692,134930,135241
5/21/2007,135759,137184,135513,135914
5/18/2007,134878,135500,133790,135370
5/17/2007,134723,135422,133803,133855
5/16/2007,132119,135215,131562,134982
5/15/2007,130137,133090,130007,131743
5/14/2007,132132,133168,130849,131173
5/11/2007,130836,133220,130836,132650
5/10/2007,133259,133932,130513,130681
5/9/2007,130733,134282,130448,133907
5/8/2007,130176,131614,129411,130914
5/7/2007,131873,132339,130966,131432
5/4/2007,132235,133194,131614,132443
5/3/2007,129619,131691,129541,131355
5/2/2007,128116,129917,128116,129502
4/30/2007,128764,129671,127080,127106
4/27/2007,127468,129075,126328,129062
4/26/2007,130836,130836,127935,128297
4/25/2007,129023,130655,128712,130344
4/24/2007,129152,129152,127157,128505
4/23/2007,129671,129800,128531,129062
4/20/2007,129671,129904,128764,129696
4/19/2007,125862,128272,125707,128272
4/18/2007,126691,129101,126562,126950
4/17/2007,127260,129353,126789,127339
4/16/2007,125966,128307,125743,128163
4/13/2007,123624,125521,123258,125285
4/12/2007,121898,123912,121388,123834
4/11/2007,124121,124200,121872,122656
4/10/2007,122997,123624,122526,123127
4/9/2007,123206,123677,122630,122840
4/5/2007,121636,122604,121427,122029
4/4/2007,121375,122421,120564,121806
4/3/2007,120538,121898,120511,121335
4/2/2007,119544,119779,118157,119413
3/30/2007,119282,120014,117922,119269
3/29/2007,117713,119648,117006,119125
3/28/2007,117451,117974,116078,116771
3/27/2007,119858,119897,117843,117974
3/26/2007,120302,120302,117843,119936
3/23/2007,119674,120276,118445,119648
3/22/2007,120328,121192,118798,119020
3/21/2007,116392,120093,116352,119988
3/20/2007,114050,116483,114050,116143
3/19/2007,112481,114809,112481,114417
3/16/2007,112481,114142,111408,111565
3/15/2007,114835,114966,112376,112690
3/14/2007,111173,114155,110205,114050
3/13/2007,114966,115463,111762,111932
3/12/2007,116928,117189,115332,116627
3/9/2007,114312,116666,113671,116405
3/8/2007,113658,115175,113423,114312
3/7/2007,113004,114181,111435,111565
3/6/2007,111435,113632,110990,113632
3/5/2007,108557,110951,108296,108819
3/2/2007,114286,114364,111173,111225
3/1/2007,112089,115620,110846,114600
2/28/2007,114966,116143,113893,115698
2/27/2007,120067,120328,112664,113527
2/26/2007,122944,123572,121636,122552
2/23/2007,123206,123637,121558,121950
2/22/2007,123310,124435,123023,123467
2/21/2007,121113,122735,120982,122683
2/16/2007,121741,122316,121192,121767
2/15/2007,122683,122944,121898,122238
2/14/2007,120773,122892,120459,122473
2/13/2007,117211,120120,117105,120080
2/12/2007,117291,118221,116401,116627
2/9/2007,119522,119735,117264,117450
2/8/2007,118407,119310,117105,119257
2/7/2007,120585,120917,118247,118380
2/6/2007,120850,121328,119788,120585
2/5/2007,119336,120837,119124,120717
2/2/2007,119788,120558,118672,119788
2/1/2007,119655,120558,119203,119522
1/31/2007,116600,119124,116415,118991
1/30/2007,116388,117650,115883,117397
1/29/2007,118433,118911,115936,115963
1/26/2007,117663,118646,116893,118460
1/24/2007,118725,119867,117583,119549
1/23/2007,116069,118380,115697,118181
1/22/2007,117132,117450,115458,116521
1/19/2007,113280,116175,113227,116096
1/18/2007,115007,116295,113360,113612
1/17/2007,114290,115087,113161,114662
1/16/2007,114476,115033,113546,114157
1/15/2007,116255,116866,114874,114874
1/12/2007,115193,115936,114077,115724
1/11/2007,113413,115724,112218,114741
1/10/2007,111421,113865,110385,113652
1/9/2007,115405,115870,111129,112909
1/8/2007,113944,115299,113094,114821
1/5/2007,117928,118486,113148,113148
1/4/2007,119150,119283,117397,118699
1/3/2007,121674,121859,119389,119708
1/2/2007,120638,122444,120585,122311
12/28/2006,119867,120611,119522,119522
12/27/2006,118327,120080,118114,120080
12/26/2006,117397,117809,117291,117809
12/22/2006,117264,117875,116441,117264
12/21/2006,117211,118061,116415,117132
12/20/2006,118725,118964,117264,117583
12/19/2006,116600,118035,116043,118035
12/18/2006,118725,119336,117318,117663
12/15/2006,118805,119496,117663,118221
12/14/2006,117132,118725,117079,118646
12/13/2006,116866,117530,115936,117264
12/12/2006,116525,116958,115634,116255
12/11/2006,116796,117498,116742,116985
12/8/2006,116120,117255,115877,116093
12/7/2006,117147,117958,115634,116471
12/6/2006,116877,117687,116066,116796
12/5/2006,115526,117269,115066,117093
12/4/2006,112148,115661,111823,115607
12/1/2006,113701,114255,111607,111850
11/30/2006,114309,114499,112526,113958
11/29/2006,112148,113877,111958,113742
